,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,기입날짜,별점,옵션,후기,sentiment,Unnamed: 6
2223,2223,2223,23,23,23.04.04.,4,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,우선 이뻐요~근데 뚜껑부분이 좀 헐거워서 잘 벗겨져요근데 다른 케이스들고 그런 편이라 이 제품만 특히 안 좋은 것은 아니라 조심히 쓰고 있어요 색이 밝아도 때도 잘 안타고 좋네요,0,
2224,2224,2224,24,24,23.04.02.,4,모델: 1.NEW 에어팟3세대 / 옵션: 51-레몬,먼지가 엄청 붙어요~ 딱 맞추기도 좀 힘들긴해요,0,
2225,2225,2225,25,25,23.03.25.,4,모델: 1.NEW 에어팟3세대 / 옵션: 07-공룡이그린,목욜 주문 토욜 받았어요 ㅎㅎ 귀여워요 ㅋㅋ 입이 살짝 안 맞아서 아쉬워요,0,
2226,2226,2226,26,26,23.03.25.,4,모델: 1.NEW 에어팟3세대 / 옵션: 05-상어,목욜 시켜서 토욜 받았어요~ 귀여운데 입이 살짝 안 맞아요 ㅜㅜ,0,
2227,2227,2227,27,27,23.03.23.,4,모델: 1.NEW 에어팟3세대 / 옵션: 07-공룡이그린,"무배에 귀엽고 싸서 샀는데 맘에 들어요_x000D_
냄새는 조금 나지만 쓰다보면 없어지겠죠^^_x000D_
너무 귀엽네요~~_x000D_
감사합니다 잘 쓸께요~!!_x000D_
투슬리스랑 투명케이스 청소도구는 사은품입니다~",0,
2228,2228,2228,28,28,23.03.23.,4,모델: 1.NEW 에어팟3세대 / 옵션: 16-오리모자,"무배에 귀엽고 싸서 샀는데 맘에 들어요_x000D_
냄새는 조금 나지만 쓰다보면 없어지겠죠^^_x000D_
너무 귀엽네요~~",0,
2229,2229,2229,29,29,23.03.14.,4,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카화이트 캐릭터,귀엽긴한데 케이스 끼면 자성이 좀 떨어져서 아쉽네요,0,
2230,2230,2230,30,30,23.03.12.,4,모델: 1.NEW 에어팟3세대 / 옵션: 48-미러베어 화이트,배송빠르고 가성비있게 쓰기 좋았어요,1,
2231,2231,2231,31,31,23.03.11.,4,모델: 1.NEW 에어팟3세대 / 옵션: 16-볼터치공룡핑크,"서비스 제품도 좋고_x000D_
우선 귀여워서 만족합니다",1,
2232,2232,2232,32,32,23.03.08.,4,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,귀여워요. 그런데 케이스 입히면 무선 충전이 안되네요 ㅠㅠ,0,
2233,2233,2233,33,33,23.03.06.,4,모델: 1.NEW 에어팟3세대 / 옵션: 63-밀키핑크,1개샀는데 2개나 서비스 주시고 감사해요,1,
2234,2234,2234,34,34,23.02.28.,4,모델: 1.NEW 에어팟3세대 / 옵션: 25-에그토스트,마감이 그렇게 좋은지는 모르겠어요 그럭저럭 괜찮아요챙겨주신 사은품 잘 쓸게요,0,
2235,2235,2235,35,35,23.02.27.,4,모델: 1.NEW 에어팟3세대 / 옵션: 10-테디도그 화이트,괜찮은데 마감은 깔끔하지 않아요,0,
2236,2236,2236,36,36,23.02.26.,4,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,배송 빠르고 다양한 디자인의 케이스를 낄 수 잇어서 좋아영,1,
2237,2237,2237,37,37,23.02.25.,4,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,"자렴한 가격으로 귀여운 쿼카 샀어요! _x000D_
브라운은 품절이라 화이트로 샀는데 실물 좋아요 ㅎㅎ 이번에는 에어팟 안 잃어버리려고 튀고 큰거 중에 고르다가 귀여워서 시켰는데 사은품까지 고맙습니다! 단지,, 마감이 조금 아쉬울뿐이에요 ㅠㅠ",0,
2238,2238,2238,38,38,23.02.24.,4,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,"무난하니 귀엽네여._x000D_
가격도 저렴한데 서비스로 더 챙겨주다뇨 ㅠ_x000D_
감사합니다",1,
2239,2239,2239,39,39,23.02.12.,4,모델: 1.NEW 에어팟3세대 / 옵션: 58-카키,"케이스도 깔끔하고 예쁘고 좋아요_x000D_
배송도 느리지 않고 빨라서 좋았어요",1,
2240,2240,2240,40,40,23.02.09.,4,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,귀여운거 많이 받앗어요 근데 잘 안끼워져서 당황스럽긴 하네요!! 싼가격에 사서 쓸수있어서 좋습니다,0,
2241,2241,2241,41,41,23.02.08.,4,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,귀여워요⭐️⭐️⭐️⭐️,1,
2242,2242,2242,42,42,23.02.07.,4,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,상어 눈 색칠이 한쪽안되있긴 한데 가격이 나쁘지않아 그냥 사용합니다~,0,
2243,2243,2243,43,43,23.02.04.,4,모델: 1.NEW 에어팟3세대 / 옵션: 34-공룡이핑크,"화면이랑 똑같이 귀여움_x000D_
서비스로 온 케이스도 귀여워서 나중에 또 구매할 것 같음ㅋ",1,
2244,2244,2244,44,44,23.02.02.,4,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,디자인귀여워요~~~사은품도 만족이에요~~~,1,
2245,2245,2245,45,45,23.02.02.,4,모델: 1.NEW 에어팟3세대 / 옵션: 19-몬스터볼,구매한 싱품은 괜찮은데 딸려온 케이스는 뚜껑과 본체 사이가 많이 벌어져서 못 씁니다. 검수 잘 해주세요,0,
2246,2246,2246,46,46,23.02.02.,4,모델: 1.NEW 에어팟3세대 / 옵션: 49-반투명,완벽히 딱딱 끼워지는 느낌은 안나지만 잘 빠질 것 같지도 않고 충전하는 쪽 막아주기도 하고 열쇠고리 다는 곳도 있고 생각보다 너무 얇거나 하지 않아서 찢어질것같은 고무의 느낌이 아닙니다 튼튼해 보여요! 특히 반투명은 충전불빛도 잘보이고 좋아요,0,
2247,2247,2247,47,47,23.02.01.,4,모델: 1.NEW 에어팟3세대 / 옵션: 25-에그토스트,조아요 사은품 많이 주네요; 잘쓸께요 조아요,1,
2248,2248,2248,48,48,23.02.01.,4,모델: 1.NEW 에어팟3세대 / 옵션: 48-미러베어 화이트,조아요조아요조아요조아요쥬아요,1,
2249,2249,2249,49,49,23.02.01.,4,모델: 1.NEW 에어팟3세대 / 옵션: 61-캔디화이트,조아요조아요조아요조아요조아요,1,
2250,2250,2250,50,50,23.01.29.,4,모델: 1.NEW 에어팟3세대 / 옵션: 40-쿠로미,"잘 받았습니다~_x000D_
귀엽네요~ 잘 쓰겠습니다.",1,
2251,2251,2251,51,51,23.01.28.,4,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,이가격에 퀄리티 좋았어요 잘받았습니다☺️,1,
2252,2252,2252,52,52,23.01.28.,4,모델: 1.NEW 에어팟3세대 / 옵션: 31-고양이발 핑크,"이염도 있고 잘 안 맞지만, 이 가격에 이 정도면 그냥 쓸만해요..",0,
2253,2253,2253,53,53,23.01.26.,4,모델: 1.NEW 에어팟3세대 / 옵션: 31-고양이발 핑크,첫번째꺼로 샀는데 두번째꺼 무료로 주신거 감사합니다~~ 이뻐요!,1,
2254,2254,2254,54,54,23.01.26.,4,모델: 1.NEW 에어팟3세대 / 옵션: 61-캔디화이트,저렴해서 좋아요ㅎㅎ,1,
2255,2255,2255,55,55,23.01.25.,4,모델: 1.NEW 에어팟3세대 / 옵션: 20-잠만보,뺄대 좀힘들긴하지만 가격대비 괜찮은거같습니다.,0,
2256,2256,2256,56,56,23.01.19.,4,모델: 1.NEW 에어팟3세대 / 옵션: 44-딸기라떼,👍🏻👍🏻👍🏻👍🏻👍🏻,1,
2257,2257,2257,57,57,23.01.16.,4,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,디자인도 귀엽고 튼튼해요!,1,
2258,2258,2258,58,58,23.01.14.,4,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,좋아요좋아요좋아요좋아요,1,
2259,2259,2259,59,59,23.01.14.,4,모델: 1.NEW 에어팟3세대 / 옵션: 54-스카이,배송에 착오가 생겨서 조금 늦었습니다. 그래도 제품은 좋네요. 감사합니다:),0,
2260,2260,2260,60,60,23.01.13.,4,모델: 1.NEW 에어팟3세대 / 옵션: 09-테디도그브라운,귀여워요~ 근데 약~간 사이즈 미스 ㅠ,0,
2261,2261,2261,61,61,23.01.11.,4,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,"배송은 느리지만 상품은 만족합니다._x000D_
또 구매해야겠습니다ㅎ",0,
2262,2262,2262,62,62,23.01.10.,4,모델: 1.NEW 에어팟3세대 / 옵션: 61-캔디화이트,배송이 일주일 걸려서 너무 별로였지만 사은품으로 주신 캐릭터 케이스가 너무 귀여워요,0,
2263,2263,2263,63,63,23.01.08.,4,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬+케이블보호캡,빠른배송 좋습니다.,1,
2264,2264,2264,64,64,23.01.04.,4,모델: 1.NEW 에어팟3세대 / 옵션: 36-설리,가격대비 만족합니다,1,
2265,2265,2265,65,65,23.01.03.,4,모델: 1.NEW 에어팟3세대 / 옵션: 48-미러베어 화이트,"뚜껑이 양면테잎으로 붙여야되는거라.._x000D_
나중에 뺄때는 어케빼요..?",0,
2266,2266,2266,66,66,23.01.03.,4,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,"하자가 있지만 그냥 ㅋ서용 ㅎㅎ_x000D_
이정도는 뭐 괜찮습니다",0,
2267,2267,2267,67,67,23.01.02.,4,모델: 1.NEW 에어팟3세대 / 옵션: 19-몬스터볼,이뻐요 잘맞구요 추천합니다,1,
2268,2268,2268,68,68,22.12.31.,4,모델: 1.NEW 에어팟3세대 / 옵션: 35-네모푸,너무 귀여운데 사이즈가 잘 안맞는거 같아요.. 그래도 귀여운거로 하나 더 주셔서 만족합니다~,0,
2269,2269,2269,69,69,22.12.31.,4,모델: 1.NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,잘 쓰고있었는데 위뚜껑이 떨어졌어요... 서비스는 좋습니다,0,
2270,2270,2270,70,70,22.12.29.,4,모델: 1.NEW 에어팟3세대 / 옵션: 04-닌텐도+케이블보호캡,좀 유격이 있기는한데.. 그래도 아이가 좋아하니.. 나쁘지 않습니다,0,
2271,2271,2271,71,71,22.12.28.,4,모델: 1.NEW 에어팟3세대 / 옵션: 18-미니언즈,생각보다 두툼해 지긴 했지만 잘 사용하고 있어요,0,
2272,2272,2272,72,72,22.12.28.,4,모델: 1.NEW 에어팟3세대 / 옵션: 58-카키,"케이스가 깔끔하고 색깔도 마음에 들어요_x000D_
 케이스 끼우기가 조금 힘들어요..ㅎㅎ",0,
2273,2273,2273,73,73,22.12.27.,4,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,몬스터볼 구매했는데... 퀄리티가 살짝 떨어졌어요ㅠㅠ,0,
2274,2274,2274,74,74,22.12.23.,4,모델: 1.NEW 에어팟3세대 / 옵션: 44-푸들인형,귀여워요~1+1이라 싫증날때 번갈아 쓰면 될듯해요,1,
2275,2275,2275,75,75,22.12.23.,4,모델: 1.NEW 에어팟3세대 / 옵션: 10-테디도그 화이트,가격도 착하고 귀엽네요 ~2개 샀는데 4개가 되는 마법 ㅎㅎ,1,
2276,2276,2276,76,76,22.12.22.,4,모델: 1.NEW 에어팟3세대 / 옵션: 12-시바몸통,배송 빠르고 이뻐요,1,
2277,2277,2277,77,77,22.12.19.,4,모델: 1.NEW 에어팟3세대 / 옵션: 61-캔디화이트,"하나가격에 두개 와서 좋았어요. _x000D_
근데.. 잘 안들어가서 몇번을 망설이다 장착을 했는데.. 결국 에어팟에 쓸린 자국이 생겼네요.. 기스 나지말라고 끼운 케이스가 오히려 기스를 내버리니 맘이 싱숭생숭 합니다..",0,
2278,2278,2278,78,78,22.12.16.,4,모델: 1.NEW 에어팟3세대 / 옵션: 11-시바얼굴,"오기만을 기다렸..ㅎㅎ_x000D_
1+1이라길래 같은 시바만 아니었음 좋겠다 했지만?! ㅋㅋ 만족합니다!!",0,
2279,2279,2279,79,79,22.12.12.,4,모델: 1.NEW 에어팟3세대 / 옵션: 04-닌텐도+케이블보호캡,좋아여! 기여워여!,1,
2280,2280,2280,80,80,22.12.09.,4,모델: 1.NEW 에어팟3세대 / 옵션: 04-닌텐도+케이블보호캡,마감이 살짝 안좋긴하지만 그래도 긔엽네요. 배송은 하루만에 왔습니다. 사은품 케이스 잘쓰겠습니다,0,
2281,2281,2281,81,81,22.12.05.,4,모델: 1.NEW 에어팟3세대 / 옵션: 20-잠만보,빠른 배송 감사합니다!ㅋㅋ,1,
2282,2282,2282,82,82,22.12.02.,4,모델: 1.NEW 에어팟3세대 / 옵션: 45-비숑인형,캐이스 귀여워요 ㅋㅋ 철가루방지 스티커는 뚜껑이 완전히 안닫혀서 아쉬워요,0,
2283,2283,2283,83,83,22.12.02.,4,모델: 1.NEW 에어팟3세대 / 옵션: 06-아따공룡,이쁘지만 잘 벗겨진다,0,
2284,2284,2284,84,84,22.11.25.,4,모델: 1.NEW 에어팟3세대 / 옵션: 18-미니언즈,사진이랑 비슷합니다,1,
2285,2285,2285,85,85,22.11.10.,4,모델: 1.에어팟3세대용 / 옵션: 09-아이언맨 얼굴,사은품까지 좋아요 좋아요,1,
2286,2286,2286,86,86,22.08.19.,4,모델: 1.에어팟3세대용 / 옵션: 07-몬스터,귀엽고 이어폰에 딱 맞아서 들고다니기 편합니다,1,
2287,2287,2287,87,87,22.07.01.,4,모델: 1.에어팟3세대용 / 옵션: 16-투명젤리+키링,배송도 빠르고 아주 좋습니다,1,
2288,2288,2288,88,88,22.05.05.,4,모델: 1.에어팟3세대용 / 옵션: 01-닌텐도 캐릭터,닫히는게잘맞지는않지만 이쁘네요,0,
2289,2289,2289,89,89,22.04.24.,4,모델: 1.에어팟3세대용 / 옵션: 01-닌텐도 캐릭터,"상품 잘 받았습니다!_x000D_
근데 먼지털이나 그런건 어떻게 해야 받을 수 있는건가요?",1,
2290,2290,2290,90,90,22.04.12.,4,모델: 1.에어팟3세대용 / 옵션: 01-닌텐도,"너무 잘쓰고 있어요, 좋아요",1,
2291,2291,2291,91,91,22.03.27.,4,모델: 1.에어팟3세대용 / 옵션: 01-닌텐도,생각보다 뚜껑이 잘 닫히지 않지만 예뻐서 좋습니다 :>,0,
2292,2292,2292,92,92,22.03.11.,4,모델: 1.에어팟3세대용 / 옵션: 01-닌텐도,나름끼면귀여워용 딱 가격만큼,1,
2293,2293,2293,93,93,22.03.09.,4,모델: 1.에어팟3세대용 / 옵션: 18-투명젤리+키링,"블랙,카키케이스 투명좋습니다",1,
2294,2294,2294,94,94,22.02.20.,4,모델: 1.에어팟3세대용 / 옵션: 03-마샬,귀엽고 맘에들어요! 마감쪽이라해야하나 조금 튀어나온부분은 칼로 살짝만 정리하니 깔끔해졌어요. 꽉 끼우면 착 닫히는 소리가 안나서 가볍게 끼웠어요 완전 핏하진 않지만 만족,0,
2295,2295,2295,95,95,22.02.19.,4,모델: 1.NEW 에어팟3세대 / 옵션: 06-스키틀즈,세상 귀여워요ㅠㅠ 완벽하게 여미지 못하는 게 흠이지만,0,
2296,2296,2296,96,96,22.01.12.,4,,배송빨랐고 퀄리티 나쁘지않네요,1,
2297,2297,2297,97,97,22.01.09.,4,모델: 1.NEW 에어팟3세대 / 옵션: 03-마샬,마감이 완벽하진 않지만 귀여워요~~,0,
2298,2298,2298,98,98,22.01.08.,4,모델: 1.NEW 에어팟3세대 / 옵션: 03-마샬,"디자인이 앙증맞고 귀엽네요_x000D_
단점은 사진과 같이 측면쪽이 뜨는 감이 있어서 별한개는 뺐어요_x000D_
또 깁숙히 넣으면 뚜껑이 안 닫혀서 살짝 덜 끼워야 뚜껑이 닫힙니다",0,
2299,2299,2299,99,99,22.01.03.,4,모델: 1.NEW 에어팟3세대 / 옵션: 02-닌텐도 조이스틱,버튼쪽 실리콘이 조금 떨어져나갓지만 블랙이라서 잘 안보여 그냥 써도 괜찮은거같아요.,0,
2300,2300,2300,100,100,21.12.31.,4,모델: 1.NEW 에어팟3세대 / 옵션: 03-마샬,귀여워요 근데 살짝 뚜껑이 삐뚤어요,0,
2301,2301,0,0,0,23.04.23.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰13프로맥스,좋아요 좋아요 좋아요,1,
2302,2302,1,1,1,23.04.23.,5,제품선택: 5. 슈퍼방탄 카드캡슐 / 기종선택: 아이폰14,좋아요 좋아요 좋아요,1,
2303,2303,2,2,2,23.04.23.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰13프로맥스,좋아요 좋아요 좋아요,1,
2304,2304,3,3,3,23.04.23.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰12프로맥스,좋아요 좋아요 좋아요,1,
2305,2305,4,4,4,23.04.23.,5,제품선택: 2. 울트라씬젤리 / 기종선택: 아이폰12프로맥스,좋아요 좋아요 좋아요,1,
2306,2306,5,5,5,23.04.23.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰12/12프로,진짜 좋아요 너무 잘쓰고있어요 ㅎㅎ,1,
2307,2307,6,6,6,23.04.23.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰12/12프로,좋아요 재구매의사 있습니다,1,
2308,2308,7,7,7,23.04.23.,5,제품선택: 2. 울트라씬젤리 / 기종선택: 아이폰12/12프로,금요일에 시켰는데 토요일에 배송됐어요! 배송이 빠르고 물건도 잘 왔습니다!👍,1,
2309,2309,8,8,8,23.04.23.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰14,저렴히 잘샀어요. 빠른배송 감사요,1,
2310,2310,9,9,9,23.04.23.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰12/12프로,잘쓰고있어요 좋아요,1,
2311,2311,10,10,10,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰13,저렴하누가격에 구입했습니다. 잘 쓸게요!,1,
2312,2312,11,11,11,23.04.22.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰14프로,만족합니다~🙏 만족합니다~🙏,1,
2313,2313,12,12,12,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰14프로,만족합니다~🙏 만족합니다~🙏,1,
2314,2314,13,13,13,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰X (XS),계속 쓰던거라 많이 구매했어요!!!!,1,
2315,2315,14,14,14,23.04.22.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰11,케이스 딱 맞고 예뻐요,1,
2316,2316,15,15,15,23.04.22.,5,제품선택: 4. 슈퍼방탄 풀커버 / 기종선택: 아이폰7/8/SE2/SE3,"저렴한 가격에 이것저것 구매했어요_x000D_
품질 좋아요!!",1,
2317,2317,16,16,16,23.04.22.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰7/8/SE2/SE3,가격이 자렴해서 두개 구매하고 제꺼까지 구매해요~,1,
2318,2318,17,17,17,23.04.22.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰12/12프로,사이즈야 말할꺼 없고 서비스까지 받으니 더 ㅈㅎ아요^^,1,
2319,2319,18,18,18,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰X (XS),"싼가격에 아이들꺼랑 제꺼 구매하고 뇌물까지 받있어요 ㅎㅎ 깨끗하고 좋아요!!_x000D_
다음에도 여기에서 구매예정!",1,
2320,2320,19,19,19,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰X (XS),그냥 군더더기 없는 깔끔한 투명케이스입니다,1,
2321,2321,20,20,20,23.04.22.,5,제품선택: 2. 울트라씬젤리 / 기종선택: 아이폰12/12프로,제품 하자 없이 깔끔하네요,1,
2322,2322,21,21,21,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰12/12프로,제품 하자 없이 깔끔하네요,1,
2323,2323,22,22,22,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰12미니,제품 하자 없이 깔끔하네요,1,
2324,2324,23,23,23,23.04.22.,5,제품선택: 4. 슈퍼방탄 풀커버 / 기종선택: 아이폰12프로,제품 하자 없이 깔끔하네요,1,
2325,2325,24,24,24,23.04.22.,5,제품선택: 4. 슈퍼방탄 풀커버 / 기종선택: 갤럭시S22,제품 하자 없이 깔끔하네요,1,
2326,2326,25,25,25,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰13미니,저렴하고 좋아요💖,1,
2327,2327,26,26,26,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰12/12프로,깨끗하고 좋아요 또 주문할 예정,1,
2328,2328,27,27,27,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰12/12프로,이 가격에 사면 완전 혜자임 대박 쩔어,1,
2329,2329,28,28,28,23.04.22.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰12/12프로,이 가격에 이 케이스 대박 진짜 대박임,1,
2330,2330,29,29,29,23.04.22.,5,제품선택: 4. 슈퍼방탄 풀커버 / 기종선택: 갤럭시S23울트라,좋아요. 아주좋아요.,1,
2331,2331,30,30,30,23.04.22.,5,제품선택: 4. 슈퍼방탄 풀커버 / 기종선택: 아이폰13프로,"이렇게 파시면 남는게 있나요.. _x000D_
다쓰고 또 구매해야겠습미다!",1,
2332,2332,31,31,31,23.04.22.,5,제품선택: 2. 울트라씬젤리 / 기종선택: 아이폰12/12프로,👍👍👍👍👍👍,1,
2333,2333,32,32,32,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 갤럭시S23,저렴한 가격에 구매했어요 마음에들어요,1,
2334,2334,33,33,33,23.04.22.,5,제품선택: 4. 슈퍼방탄 풀커버 / 기종선택: 아이폰12프로,가성비 좋고 배송빠르고 감사함니다,1,
2335,2335,34,34,34,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰13,항상 주문하는데 저렴하고 가성비 값이에요! 더러워질때마다 맨날바꾸려고 대량주문했습니당,1,
2336,2336,35,35,35,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰13미니,얇아서 좋아요 굿.,1,
2337,2337,36,36,36,23.04.22.,5,제품선택: 2. 울트라씬젤리 / 기종선택: 아이폰7/8/SE2/SE3,얇아서 좋아요 굿.,1,
2338,2338,37,37,37,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰13미니,아이폰에 딱 맞고 이뻐요,1,
2339,2339,38,38,38,23.04.22.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰12프로맥스,이전 폰 사용시에도 구매했던 케이스입니다 ㅎㅎ 10개정도 구매해서 변색시 자주 끼워서 사용하는데 항상 만족하는 제품입니다 ㅎㅎ 번창하세요 ㅎㅎ,1,
2340,2340,39,39,39,23.04.22.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰11,잘 쓰고 있어요~~ 변색은 어쩔 수 없이 시간이 지나니 생기네여,0,
2341,2341,40,40,40,23.04.21.,5,제품선택: 1. 일반투명젤리 / 기종선택: 갤럭시A32 LTE(A325)2021형,깔끔해서 마음에 들어요,1,
2342,2342,41,41,41,23.04.21.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰12/12프로,"좋아요 _x000D_
세개 샀고 아직도 하나로 쓰고 있어요",1,
2343,2343,42,42,42,23.04.21.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰12/12프로,깔끔하고 쓰기편해요,1,
2344,2344,43,43,43,23.04.21.,5,제품선택: 4. 슈퍼방탄 풀커버 / 기종선택: 갤럭시 A82 5G (퀀텀2),"튼튼하고 디자인 깔끔하고 가격 저렴하고 황변 덜생기고_x000D_
써봤던 젤리케이스중에 가장좋음",1,
2345,2345,44,44,44,23.04.21.,5,제품선택: 4. 슈퍼방탄 풀커버 / 기종선택: 갤럭시S23울트라,"튼튼하고 디자인 깔끔하고 가격 저렴하고 황변 덜생기고_x000D_
써봤던 젤리케이스중에 가장좋음",1,
2346,2346,45,45,45,23.04.21.,5,제품선택: 4. 슈퍼방탄 풀커버 / 기종선택: 갤럭시노트10플러스,"튼튼하고 디자인 깔끔하고 가격 저렴하고 황변 덜생기고_x000D_
써봤던 젤리케이스중에 가장좋음",1,
2347,2347,46,46,46,23.04.21.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰12/12프로,이번엔 1mm로 구매했어요 ㅎㅎ,1,
2348,2348,47,47,47,23.04.21.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰11프로,너무 너무 만족하면서 사용하고 있습니다,1,
2349,2349,48,48,48,23.04.21.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰12미니,별로 안누래지고 안깨져요,1,
2350,2350,49,49,49,23.04.21.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰13프로,케이스 튼튼하고 좋네요 감사합니다,1,
2351,2351,50,50,50,23.04.21.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰12/12프로,여자친구랑 커플로 맞췄는데 너무 예뻐요 감사합니다,1,
2352,2352,51,51,51,23.04.21.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰14,쟁여두고 사용하고 있어요.,1,
2353,2353,52,52,52,23.04.21.,5,제품선택: 1. 일반투명젤리 / 기종선택: 갤럭시S21울트라,너무좋아요너무좋아요,1,
2354,2354,53,53,53,23.04.21.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 아이폰14프로,빠른 발송 감사합니다,1,
2355,2355,54,54,54,23.04.21.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰14프로,빠른 발송 감사합니다,1,
2356,2356,55,55,55,23.04.21.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰11,투명케이스 좋아요ㅋㅋ,1,
2357,2357,56,56,56,23.04.21.,5,제품선택: 4. 슈퍼방탄 풀커버 / 기종선택: 아이폰13미니,이것도 역시 좋어요 모양만 좀 다르고 재질 비슷 해요 탄탄하니 저렴하고 좋아서 재구매할거에옹,1,
2358,2358,57,57,57,23.04.21.,5,제품선택: 4. 슈퍼방탄 풀커버 / 기종선택: 아이폰12프로,저렴하게 좋은제품 잘산것같습니다~~,1,
2359,2359,58,58,58,23.04.21.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰13미니,좋아용 저렴하니 너무 잘쓰고잇어요 재구매할듯용,1,
2360,2360,59,59,59,23.04.21.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰13미니,필름이랑 케이스 급히 필요했는데 배송도 빠르고 좋아요,1,
2361,2361,60,60,60,23.04.21.,5,제품선택: 2. 울트라씬젤리 / 기종선택: 아이폰11,필름이랑 케이스 급히 필요했는데 배송도 빠르고 좋아요,1,
2362,2362,61,61,61,23.04.21.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰12미니,필름이랑 케이스 급히 필요했는데 배송도 빠르고 좋아요,1,
2363,2363,62,62,62,23.04.21.,5,제품선택: 1. 일반투명젤리 / 기종선택: 아이폰12/12프로,무난하고 좋아요 !,1,
2364,2364,63,63,63,23.04.21.,5,제품선택: 7. 에어범퍼 사이드 카드포켓 / 기종선택: 갤럭시S22,배송도 빠르고 물건도 좋아요~,1,
2365,2365,64,64,64,23.04.21.,5,제품선택: 7. 에어범퍼 사이드 카드포켓 / 기종선택: 아이폰12프로맥스,배송도 빠르고 물건도 좋아요~,1,
2366,2366,65,65,65,23.04.21.,5,제품선택: 3. 탱크캡슐젤리케이스 / 기종선택: 갤럭시S23울트라,배송도 빠르고 물건도 좋아요~,1,
